amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,hour_of_day,day_of_week
221188.06,263.0,0.0,2684726.97,2905915.03,0,0,1,0,0,0,20,2
657449.81,1476.0,0.0,46207.86,726406.07,0,0,1,0,0,0,12,5
75055.33,3386233.66,3461288.98,214215.15,139159.83,0,1,0,0,0,0,13,1
195052.37,0.0,0.0,239472.65,434525.02,0,0,1,0,0,0,14,1
23862.31,9059.0,32921.31,1325730.28,1863577.84,0,1,0,0,0,0,19,1
204399.1,39710.0,244109.1,0.0,0.0,0,1,0,0,0,0,22,6
91745.84,1101.0,92846.84,1312020.16,1092487.77,0,1,0,0,0,0,11,1
39822.92,36416.39,0.0,0.0,0.0,0,0,0,0,1,0,10,5
50769.38,736925.6,787694.98,64911.78,14142.4,0,1,0,0,0,0,9,6
15045.44,6030.0,0.0,42121.35,57166.79,0,0,1,0,0,0,13,4
107966.23,0.0,0.0,535121.96,643088.2,0,0,1,0,0,0,16,4
104794.77,0.0,0.0,4558770.4,4663565.17,0,0,1,0,0,0,12,3
216040.41,36235.0,252275.41,199774.45,0.0,0,1,0,0,0,0,19,4
98936.55,0.0,0.0,2441614.92,2540551.47,0,0,1,0,0,0,16,2
235634.78,0.0,0.0,988130.43,1223765.21,0,0,1,0,0,0,16,1
355011.75,44061.0,0.0,86615.25,441626.99,0,0,0,0,0,1,16,4
13186.82,402757.24,389570.42,0.0,0.0,0,0,0,0,1,0,14,0
157810.0,503848.0,346038.0,214197.02,372007.02,0,0,1,0,0,0,19,6
204593.11,133019.23,0.0,1695361.87,1899954.98,0,0,1,0,0,0,16,1
249156.3,64.0,0.0,0.0,249156.3,0,0,1,0,0,0,14,3
111038.64,2856.0,0.0,294854.38,405893.02,0,0,0,0,0,1,17,0
55198.62,43746.91,0.0,0.0,0.0,0,0,0,0,1,0,11,3
197949.1,23433.0,0.0,171953.98,369903.08,0,0,1,0,0,0,15,6
36321.89,41272.0,4950.11,0.0,36321.89,0,0,1,0,0,0,13,3
64105.47,0.0,0.0,4217198.62,4281304.09,0,0,1,0,0,0,17,5
415776.47,135496.0,0.0,789447.66,1205224.12,0,0,1,0,0,0,9,0
49871.73,49871.73,0.0,500871.89,550743.62,1,0,1,0,0,0,16,5
12468.62,0.0,0.0,0.0,0.0,0,0,0,0,1,0,18,0
30615.27,119545.0,88929.73,146789.22,177404.49,0,0,1,0,0,0,9,0
14016.65,14016.65,0.0,0.0,0.0,1,0,0,0,0,1,5,6
18346.33,0.0,0.0,0.0,0.0,0,0,0,0,1,0,23,4
172992.72,232033.0,405025.72,51062.83,0.0,0,1,0,0,0,0,13,1
79723.74,301991.0,222267.26,290114.19,369837.93,0,0,1,0,0,0,22,1
86914.18,3057.0,0.0,37481.2,124395.38,0,0,1,0,0,0,15,1
166972.46,166972.46,0.0,0.0,0.0,1,0,0,0,0,1,8,4
139360.6,15464.0,0.0,5891607.76,6030968.37,0,0,1,0,0,0,20,3
48011.67,354018.48,306006.82,0.0,0.0,0,0,0,0,1,0,11,3
617882.66,617882.66,0.0,0.0,0.0,1,0,0,0,0,1,1,2
266308.46,36144.0,302452.46,391354.13,125045.67,0,1,0,0,0,0,17,3
21733.17,26163.81,4430.64,0.0,0.0,0,0,0,0,1,0,21,1
197299.92,318985.87,121685.95,1083036.66,1280336.58,0,0,0,0,0,1,15,2
285961.65,41892.0,0.0,11091534.98,11377496.63,0,0,1,0,0,0,16,3
33680.3,275.0,0.0,396317.02,429997.32,0,0,1,0,0,0,12,4
221160.72,5178467.84,5399628.55,1315977.26,1094816.54,0,1,0,0,0,0,17,6
87307.96,11052.0,98359.96,46473.61,0.0,0,1,0,0,0,0,19,6
349726.25,0.0,0.0,626947.13,976673.38,0,0,0,0,0,1,12,3
165185.66,5527332.97,5692518.62,1281443.25,1116257.59,0,1,0,0,0,0,17,6
19629.49,0.0,0.0,0.0,0.0,0,0,0,0,1,0,13,3
663428.8,31405.0,694833.8,4681066.71,4017637.91,0,1,0,0,0,0,18,5
118164.55,213471.72,95307.18,1767995.3,1886159.85,0,0,1,0,0,0,9,3
163353.64,163353.64,0.0,0.0,0.0,1,0,0,0,0,1,21,3
180112.2,8737011.27,8917123.46,810085.1,629972.91,0,1,0,0,0,0,21,3
215280.28,10153.0,0.0,848389.38,1063669.65,0,0,1,0,0,0,19,1
134227.05,134227.05,0.0,2789107.98,2923335.03,1,0,1,0,0,0,14,0
164461.77,7828675.76,7993137.53,557890.4,393428.63,0,1,0,0,0,0,13,5
167715.53,1853949.15,2021664.69,211702.64,43987.11,0,1,0,0,0,0,19,1
154783.82,8981.0,0.0,50069.86,204853.68,0,0,1,0,0,0,17,4
166880.54,166880.54,0.0,0.0,0.0,1,0,0,0,0,1,17,4
7983958.34,7983958.34,0.0,792097.13,8776055.47,1,0,1,0,0,0,2,2
230035.73,142380.0,0.0,103606.89,333642.61,0,0,1,0,0,0,19,5
122673.46,392514.0,269840.54,6991.71,129665.17,0,0,1,0,0,0,15,3
95827.74,184332.0,88504.26,0.0,95827.74,0,0,1,0,0,0,19,4
21259.4,9077.0,0.0,0.0,28688.06,0,0,1,0,0,0,17,1
20567.39,1421.0,0.0,0.0,0.0,0,0,0,0,1,0,22,0
223283.95,0.0,0.0,235314.48,458598.43,0,0,1,0,0,0,16,3
169492.77,2918398.43,3087891.21,1394989.12,1225496.35,0,1,0,0,0,0,11,4
57894.42,33781.0,0.0,0.0,57894.42,0,0,1,0,0,0,20,2
467669.42,196499.0,0.0,505244.92,972914.33,0,0,1,0,0,0,11,5
1066210.03,97675.0,0.0,908330.64,1974540.67,0,0,0,0,0,1,15,1
63052.2,0.0,0.0,64685.77,127737.97,0,0,1,0,0,0,23,6
154091.16,314888.0,468979.16,0.0,0.0,0,1,0,0,0,0,18,6
48334.86,31044.0,0.0,0.0,0.0,0,0,0,0,1,0,13,3
144065.75,144065.75,0.0,203138.85,347204.6,1,0,1,0,0,0,5,5
150867.65,0.0,0.0,361983.88,512851.53,0,0,1,0,0,0,22,3
24607.76,0.0,0.0,1118435.05,1143042.82,0,0,1,0,0,0,12,0
138133.33,1745884.88,1884018.21,190598.92,52465.59,0,1,0,0,0,0,15,0
189529.46,0.0,0.0,498370.7,687900.16,0,0,1,0,0,0,19,1
254773.22,254773.22,0.0,0.0,0.0,1,0,0,0,0,1,9,1
193217.15,3001.0,0.0,32520.34,225737.49,0,0,1,0,0,0,17,5
16956.22,288.0,0.0,0.0,0.0,0,0,0,0,1,0,20,1
17183.6,122907.48,105723.87,0.0,0.0,0,0,0,0,1,0,9,2
111568.21,1620935.01,1732503.21,800477.03,260134.18,0,1,0,0,0,0,12,1
247511.82,0.0,0.0,1334262.82,1581774.64,0,0,1,0,0,0,10,1
159641.62,0.0,0.0,340295.83,499937.45,0,0,1,0,0,0,9,0
2537534.1,243.0,0.0,119916.43,2657450.54,0,0,0,0,0,1,14,0
352568.35,9945.0,362513.35,2624106.46,5515763.34,0,1,0,0,0,0,1,0
139742.74,850.0,0.0,58632.49,198375.23,0,0,1,0,0,0,17,4
401534.81,11557.0,413091.81,135247.12,0.0,0,1,0,0,0,0,12,1
73139.66,0.0,0.0,362339.31,435478.98,0,0,1,0,0,0,18,1
32612.09,80237.0,47624.91,0.0,0.0,0,0,0,0,1,0,10,3
109651.84,31266.0,0.0,7801116.7,7910768.54,0,0,1,0,0,0,19,4
1011249.64,1011249.64,0.0,56305.88,1067555.52,1,0,1,0,0,0,14,5
79594.81,2347469.22,2427064.02,16017274.66,15937679.85,0,1,0,0,0,0,16,0
12598.99,178688.61,166089.63,0.0,0.0,0,0,0,0,1,0,17,0
10970.93,38323.98,27353.05,0.0,0.0,0,0,0,0,1,0,23,6
22300.14,21061.0,43361.14,1402310.93,1380010.79,0,1,0,0,0,0,12,2
55290.32,148615.0,203905.32,1636991.73,1581701.41,0,1,0,0,0,0,14,2
193558.97,4197736.25,4391295.23,1851393.75,1657834.77,0,1,0,0,0,0,20,1
112065.78,1975845.6,2087911.38,301411.81,189346.03,0,1,0,0,0,0,9,0
144997.83,148056.43,3058.6,2177683.46,2686963.69,0,0,1,0,0,0,13,0
8317724.27,8317724.27,0.0,0.0,8317724.27,1,0,1,0,0,0,19,1
279117.67,0.0,0.0,5229615.02,5508732.69,0,0,1,0,0,0,13,3
386774.44,3048653.41,3435427.85,15652599.74,15265825.3,0,1,0,0,0,0,19,1
154573.56,5778335.68,5932909.24,1302510.29,1147936.73,0,1,0,0,0,0,16,2
10608.99,0.0,0.0,0.0,0.0,0,0,0,0,1,0,19,0
403803.1,0.0,0.0,618719.74,1022522.84,0,0,1,0,0,0,16,4
325529.17,0.0,0.0,740797.06,1066326.23,0,0,1,0,0,0,12,0
62147.1,0.0,62147.1,127378.78,65231.68,0,1,0,0,0,0,12,0
216783.62,248.0,0.0,0.0,216783.62,0,0,1,0,0,0,14,3
491689.39,11297.0,0.0,21745.0,1114727.94,0,0,1,0,0,0,16,0
15881.53,50562.58,34681.04,0.0,0.0,0,0,0,0,1,0,14,0
13707.11,13707.11,0.0,0.0,13707.11,1,0,1,0,0,0,4,0
59063.58,50760.0,109823.58,441643.74,382580.16,0,1,0,0,0,0,11,1
106348.01,31731.0,0.0,87979.26,194327.27,0,0,1,0,0,0,14,1
133169.9,0.0,0.0,1081232.45,1214402.35,0,0,1,0,0,0,12,0
73850.58,618362.23,692212.81,1693277.58,1619427.01,0,1,0,0,0,0,10,1
17124.67,52754.0,35629.33,0.0,0.0,0,0,0,0,1,0,14,1
59994.42,31272.0,0.0,1577691.21,1637685.63,0,0,1,0,0,0,18,0
128531.02,0.0,0.0,3043735.42,3172266.44,0,0,1,0,0,0,13,0
264750.45,0.0,0.0,1060709.79,1325460.24,0,0,1,0,0,0,10,1
16299.17,99900.0,83600.83,0.0,0.0,0,0,0,0,1,0,18,1
289161.79,46332.0,0.0,1709616.06,1998777.86,0,0,1,0,0,0,14,0
314366.6,9052.0,0.0,0.0,314366.6,0,0,1,0,0,0,11,1
33797.1,1372809.93,1406607.03,2630128.21,2596331.11,0,1,0,0,0,0,12,1
490231.58,0.0,0.0,1099949.21,1590180.79,0,0,0,0,0,1,19,4
231937.56,50005.0,281942.56,14793.11,0.0,0,1,0,0,0,0,18,0
16334.2,0.0,0.0,0.0,0.0,0,0,0,0,1,0,12,4
137508.01,137508.01,0.0,0.0,137508.01,1,0,1,0,0,0,7,4
34450.04,0.0,0.0,0.0,0.0,0,0,0,0,1,0,23,5
76457.09,241659.0,165201.91,0.0,76457.09,0,0,1,0,0,0,13,2
104418.09,0.0,0.0,1640436.88,1744854.97,0,0,1,0,0,0,12,6
112470.11,149129.0,36658.89,720801.47,833271.58,0,0,1,0,0,0,11,5
133232.27,61553.0,194785.27,942387.61,809155.35,0,1,0,0,0,0,10,2
20535.52,0.0,0.0,0.0,0.0,0,0,0,0,1,0,10,5
53512.57,19511466.68,19564979.25,507138.03,453625.46,0,1,0,0,0,0,18,0
178882.79,0.0,0.0,1468847.79,1647730.58,0,0,1,0,0,0,11,2
18377.82,32032.77,13654.96,0.0,0.0,0,0,0,0,1,0,22,0
690510.31,690510.31,0.0,0.0,0.0,1,0,0,0,0,1,13,3
239098.88,1923443.49,2162542.37,263972.77,24873.89,0,1,0,0,0,0,19,1
35540.19,0.0,0.0,0.0,0.0,0,0,0,0,1,0,17,4
142775.68,54715.0,197490.68,0.0,0.0,0,1,0,0,0,0,21,1
97698.07,0.0,0.0,4967036.61,5064734.68,0,0,1,0,0,0,20,2
121139.62,66.0,0.0,264150.64,385290.26,0,0,1,0,0,0,11,1
59512.75,378739.2,319226.44,2002356.05,2061868.8,0,0,1,0,0,0,10,1
909881.94,0.0,0.0,1328022.13,2237904.07,0,0,0,0,0,1,21,0
33267.69,13279.3,0.0,0.0,0.0,0,0,0,0,1,0,20,5
76276.63,0.0,0.0,334574.67,410851.3,0,0,1,0,0,0,14,1
290539.71,60871.0,351410.71,5079691.84,4789152.12,0,1,0,0,0,0,12,0
18336.96,0.0,0.0,703727.22,722064.18,0,0,1,0,0,0,16,1
420330.71,420330.71,0.0,0.0,0.0,1,0,0,0,0,1,19,6
298752.18,10140084.2,10438836.38,590100.27,291348.09,0,1,0,0,0,0,20,1
23508.36,0.0,0.0,0.0,0.0,0,0,0,0,1,0,17,2
356373.71,1013060.92,1369434.63,478422.68,122048.97,0,1,0,0,0,0,22,2
168383.73,135835.0,0.0,597826.39,766210.12,0,0,1,0,0,0,15,6
104915.64,4971249.57,5076165.2,7399449.52,7294533.88,0,1,0,0,0,0,11,1
26688.12,209425.84,182737.72,0.0,0.0,0,0,0,0,1,0,16,1
46422.52,1128.0,47550.52,241027.45,194604.93,0,1,0,0,0,0,19,2
21122.93,867988.0,846865.07,0.0,0.0,0,0,0,0,1,0,11,5
18605.23,0.0,0.0,0.0,0.0,0,0,0,0,1,0,18,1
48760.95,477233.38,525994.33,331176.89,282415.94,0,1,0,0,0,0,10,2
153426.03,0.0,0.0,1649715.57,1803141.6,0,0,1,0,0,0,13,1
251118.04,251118.04,0.0,0.0,0.0,1,0,0,0,0,1,5,4
1025082.07,1025082.07,0.0,0.0,0.0,1,0,0,0,0,1,2,2
1082308.05,1082308.05,0.0,0.0,0.0,1,0,0,0,0,1,1,1
393859.39,0.0,0.0,10302936.24,10696795.63,0,0,1,0,0,0,13,2
102795.17,17624055.73,17726850.9,430504.83,327709.66,0,1,0,0,0,0,19,5
2748698.31,99717.0,0.0,6246000.34,8994698.65,0,0,0,0,0,1,12,6
271526.68,10692.0,0.0,0.0,271526.68,0,0,1,0,0,0,16,6
120042.17,7952951.1,8072993.27,168072.29,48030.12,0,1,0,0,0,0,16,0
31249.12,102963.27,71714.15,0.0,191720.89,0,0,1,0,0,0,20,2
49121.89,7651783.85,7700905.74,150631.22,101509.33,0,1,0,0,0,0,11,5
88805.35,106470.0,17664.65,1125809.27,1214614.62,0,0,1,0,0,0,18,0
46009.8,36998.77,0.0,0.0,0.0,0,0,0,0,1,0,12,0
39686.53,0.0,0.0,0.0,0.0,0,0,0,0,1,0,17,2
199110.98,0.0,0.0,1634414.18,1833525.15,0,0,1,0,0,0,19,1
119692.98,0.0,0.0,173968.92,293661.89,0,0,1,0,0,0,19,5
131677.67,10647.0,0.0,147930.17,279607.83,0,0,1,0,0,0,15,3
10334.13,67029.0,56694.87,0.0,0.0,0,0,0,0,1,0,0,0
259664.5,0.0,0.0,1151235.56,1410900.06,0,0,1,0,0,0,15,0
26921.78,0.0,0.0,47163.36,74085.14,0,0,1,0,0,0,15,0
14335.05,0.0,0.0,0.0,0.0,0,0,0,0,1,0,12,0
19777.72,27295.14,7517.42,0.0,0.0,0,0,0,0,1,0,18,0
609978.19,0.0,0.0,2129710.14,3709547.1,0,0,1,0,0,0,15,0
14914.91,572.09,0.0,0.0,0.0,0,0,0,0,1,0,0,2
649444.17,0.0,0.0,735386.29,1384830.46,0,0,0,0,0,1,23,1
194261.97,55766.0,250027.97,1319696.4,1256391.01,0,1,0,0,0,0,11,0
226004.25,0.0,0.0,3354902.22,3580906.47,0,0,1,0,0,0,20,6
161634.95,175658.0,337292.95,0.0,0.0,0,1,0,0,0,0,20,6
88500.82,0.0,0.0,2674657.89,2763158.71,0,0,1,0,0,0,0,3
400517.07,400517.07,0.0,0.0,0.0,1,0,0,0,0,1,5,1
15173.55,72417.0,57243.45,0.0,0.0,0,0,0,0,1,0,15,1
16125.38,6143.0,0.0,0.0,0.0,0,0,0,0,1,0,23,2
131594.12,131594.12,0.0,0.0,0.0,1,0,0,0,0,1,10,4
48473.85,117359.0,68885.15,0.0,48473.85,0,0,1,0,0,0,19,5
181363.72,1232.0,182595.72,517689.94,336326.22,0,1,0,0,0,0,21,4
72445.86,0.0,0.0,0.0,0.0,0,0,0,0,1,0,13,5
24535.19,37560.0,13024.81,0.0,24535.19,0,0,1,0,0,0,18,4
135200.37,135200.37,0.0,84522.15,219722.52,1,0,1,0,0,0,23,0
258204.09,0.0,0.0,2376664.06,2812524.68,0,0,0,0,0,1,12,0
234913.79,57382.0,0.0,1739414.76,1974328.54,0,0,1,0,0,0,10,6
150583.18,0.0,0.0,825280.84,975864.03,0,0,1,0,0,0,23,6
14919.53,0.0,0.0,354619.8,369539.33,0,0,1,0,0,0,11,6
242154.42,7645636.08,7887790.5,801651.66,559497.24,0,1,0,0,0,0,0,3
2251225.38,2251225.38,0.0,23722.5,2274947.89,1,0,1,0,0,0,1,0
75195.99,4592425.47,4667621.45,450466.18,375270.19,0,1,0,0,0,0,13,5
103956.27,0.0,0.0,1429277.52,1533233.79,0,0,1,0,0,0,0,2
42592.04,141673.0,99080.96,258599.18,301191.23,0,0,1,0,0,0,10,0
209072.22,0.0,0.0,525436.59,734508.81,0,0,1,0,0,0,12,2
152223.9,94623.0,246846.9,0.0,0.0,0,1,0,0,0,0,19,5
26331.89,115010.0,88678.11,0.0,0.0,0,0,0,0,1,0,20,0
398711.68,398711.68,0.0,0.0,0.0,1,0,0,0,0,1,2,1
107852.07,8265918.93,8373771.0,298761.71,190909.64,0,1,0,0,0,0,17,2
75792.55,1049.0,76841.55,0.0,0.0,0,1,0,0,0,0,11,1
322585.04,322585.04,0.0,0.0,0.0,1,0,0,0,0,1,15,5
19858.58,259.0,0.0,0.0,0.0,0,0,0,0,1,0,13,0
1576061.17,0.0,0.0,8236130.42,9812191.59,0,0,0,0,0,1,15,5
200263.88,267157.0,66893.12,21030.0,0.0,0,0,1,0,0,0,16,5
25853.98,299770.0,325623.98,3700838.1,3674984.12,0,1,0,0,0,0,21,0
153691.7,2754019.37,2907711.07,826963.15,673271.45,0,1,0,0,0,0,17,5
10000000.0,10000000.0,0.0,526160.19,10526160.19,1,0,1,0,0,0,2,1
50432.93,0.0,0.0,798370.66,848803.59,0,0,1,0,0,0,16,6
91937.09,49833.0,0.0,546085.01,638022.1,0,0,1,0,0,0,21,6
87307.76,461.0,0.0,126836.03,214143.79,0,0,1,0,0,0,14,6
248732.02,5529.0,0.0,0.0,248732.02,0,0,1,0,0,0,20,6
135489.21,5071.0,0.0,0.0,135489.21,0,0,1,0,0,0,18,5
351567.53,0.0,0.0,401502.4,753069.94,0,0,1,0,0,0,9,1
14939.86,0.0,0.0,0.0,0.0,0,0,0,0,1,0,13,0
183334.51,236272.58,52938.07,722800.41,906134.92,0,0,0,0,0,1,17,6
447630.07,1896580.09,2344210.16,1699323.77,1251693.7,0,1,0,0,0,0,19,0
41731.97,5781.0,0.0,4473155.45,4514887.42,0,0,1,0,0,0,18,5
16028.8,0.0,0.0,0.0,0.0,0,0,0,0,1,0,12,0
1867502.6,647889.0,0.0,90093.99,1957596.58,0,0,0,0,0,1,10,0
53021.99,8523860.87,8576882.86,275824.63,222802.64,0,1,0,0,0,0,20,0
153838.69,182742.0,28903.31,2686181.65,2840020.34,0,0,1,0,0,0,19,0
22111.11,21943.0,0.0,0.0,0.0,0,0,0,0,1,0,9,0
70104.08,31448.0,0.0,0.0,70104.08,0,0,1,0,0,0,20,5
272791.44,272791.44,0.0,715267.02,988058.46,1,0,1,0,0,0,18,2
113950.29,11465.0,0.0,562195.02,676145.3,0,0,1,0,0,0,11,1
10663.16,0.0,0.0,0.0,0.0,0,0,0,0,1,0,14,1
17313.91,0.0,0.0,0.0,0.0,0,0,0,0,1,0,10,1
283714.11,16486.4,0.0,353747.51,637461.62,0,0,0,0,0,1,19,2
16525.21,39798.0,23272.79,0.0,0.0,0,0,0,0,1,0,18,0
12932.74,0.0,0.0,0.0,0.0,0,0,0,0,1,0,22,0
5393228.23,5393228.23,0.0,0.0,0.0,1,0,0,0,0,1,17,4
13157.99,0.0,0.0,0.0,0.0,0,0,0,0,1,0,10,1
222636.98,1630744.3,1853381.28,2088643.39,1866006.4,0,1,0,0,0,0,16,6
13639.03,17015.0,3375.97,0.0,0.0,0,0,0,0,1,0,18,1
141205.78,249268.0,390473.78,4553907.19,4412701.41,0,1,0,0,0,0,17,6
142673.85,0.0,0.0,432391.04,575064.89,0,0,1,0,0,0,16,1
14081.24,13267.6,0.0,0.0,0.0,0,0,0,0,1,0,14,3
62445.34,49369.0,0.0,0.0,62445.34,0,0,1,0,0,0,14,6
19726.83,23270.0,3543.17,0.0,0.0,0,0,0,0,1,0,13,1
71511.19,71511.19,0.0,0.0,0.0,1,0,0,0,0,1,19,5
251054.05,0.0,0.0,711053.54,962107.6,0,0,0,0,0,1,18,3
1738913.03,9914.0,0.0,354702.63,2093615.66,0,0,0,0,0,1,11,1
211178.96,0.0,0.0,288478.45,499657.41,0,0,0,0,0,1,11,5
113892.08,1454799.98,1568692.06,1554402.84,1440510.77,0,1,0,0,0,0,18,5
484772.73,484772.73,0.0,0.0,484772.73,1,0,1,0,0,0,14,0
55586.0,50200.0,0.0,210170.15,265756.15,0,0,1,0,0,0,14,4
129264.35,0.0,0.0,247245.86,376510.2,0,0,1,0,0,0,10,2
46862.7,130258.56,83395.87,0.0,0.0,0,0,0,0,1,0,19,4
1088525.91,165086.0,0.0,476274.38,1564800.3,0,0,0,0,0,1,14,0
335006.51,60139.0,395145.51,0.0,0.0,0,1,0,0,0,0,17,0
370627.61,0.0,0.0,1293595.03,1664222.63,0,0,0,0,0,1,19,1
67512.62,3243043.0,3310555.62,120001.09,52488.47,0,1,0,0,0,0,11,3
272274.04,0.0,0.0,2190512.73,2462786.78,0,0,1,0,0,0,22,0
125234.87,5008685.0,5133919.86,6073457.6,5948222.73,0,1,0,0,0,0,15,6
180589.08,15185.0,195774.08,1540795.1,1360206.02,0,1,0,0,0,0,19,6
325736.03,13935.0,0.0,529755.98,855492.01,0,0,1,0,0,0,17,0
377969.66,3903163.69,4281133.34,561985.68,184016.02,0,1,0,0,0,0,11,1
12374.6,0.0,0.0,0.0,0.0,0,0,0,0,1,0,18,3
119895.88,43730.0,0.0,8327011.58,8446907.45,0,0,1,0,0,0,22,1
153234.28,0.0,0.0,348984.76,502219.04,0,0,1,0,0,0,20,0
87020.36,60126.0,147146.36,303306.98,216286.61,0,1,0,0,0,0,10,3
1756558.69,19511.0,0.0,1494364.58,3250923.27,0,0,0,0,0,1,17,2
194186.28,0.0,0.0,2363843.78,2558030.06,0,0,1,0,0,0,16,2
188703.2,0.0,0.0,3703156.91,4005848.01,0,0,1,0,0,0,12,1
32945.56,11022.0,0.0,0.0,0.0,0,0,0,0,1,0,20,0
187799.28,21538.0,209337.28,0.0,64177.96,0,1,0,0,0,0,17,0
166412.6,10506.0,0.0,36261.88,202674.48,0,0,1,0,0,0,20,1
123718.97,11451.0,0.0,203263.09,200299.76,0,0,1,0,0,0,15,0
8596704.71,0.0,0.0,38910122.73,47506827.44,0,0,0,0,0,1,16,5
172821.29,645988.0,818809.29,397001.98,224180.69,0,1,0,0,0,0,10,2
11652.05,12527.0,874.95,0.0,0.0,0,0,0,0,1,0,8,0
22238.87,0.0,0.0,0.0,0.0,0,0,0,0,1,0,9,6
39677.29,50378.0,10700.71,0.0,0.0,0,0,0,0,1,0,17,1
44320.54,49860.0,5539.46,0.0,0.0,0,0,0,0,1,0,16,1
23328.05,20124.99,0.0,0.0,0.0,0,0,0,0,1,0,17,1
16094.28,51016.21,34921.93,0.0,0.0,0,0,0,0,1,0,16,3
78194.65,0.0,0.0,219796.0,297990.66,0,0,1,0,0,0,19,2
165116.8,891.0,0.0,0.0,165116.8,0,0,1,0,0,0,15,1
224347.58,28527.0,0.0,8805346.16,9029693.74,0,0,1,0,0,0,17,3
354748.31,462.0,355210.31,1313.43,0.0,0,1,0,0,0,0,13,1
21323.21,144291.0,122967.79,0.0,0.0,0,0,0,0,1,0,9,3
179339.83,9869.0,0.0,0.0,179339.83,0,0,1,0,0,0,13,1
15956.93,0.0,0.0,0.0,0.0,0,0,0,0,1,0,18,3
367396.44,158.0,0.0,8454910.66,8822307.1,0,0,1,0,0,0,12,2
101802.22,0.0,0.0,10009837.29,10111639.51,0,0,1,0,0,0,12,1
94944.6,477453.0,572397.6,3680.49,0.0,0,1,0,0,0,0,20,1
619924.36,0.0,0.0,951078.55,1571002.9,0,0,0,0,0,1,14,1
48231.77,0.0,0.0,442347.8,490579.57,0,0,1,0,0,0,13,5
13673.56,0.0,0.0,0.0,0.0,0,0,0,0,1,0,22,4
21554.71,2571070.27,2592624.98,1470025.3,1448470.59,0,1,0,0,0,0,19,2
45622.05,0.0,0.0,106302.77,151924.83,0,0,1,0,0,0,14,2
77050.32,59848.0,136898.32,1094.0,0.0,0,1,0,0,0,0,9,1
10504.91,14044.0,3539.09,0.0,0.0,0,0,0,0,1,0,16,1
135784.98,5824093.26,5959878.24,4613653.43,4477868.46,0,1,0,0,0,0,19,1
397191.05,1619.0,0.0,56239.06,453430.12,0,0,1,0,0,0,15,3
16424.62,33771.68,17347.06,0.0,0.0,0,0,0,0,1,0,17,1
210405.63,2083602.67,2294008.3,234240.64,23835.01,0,1,0,0,0,0,22,1
316468.82,10568.0,327036.82,0.0,0.0,0,1,0,0,0,0,19,1
10698.18,495978.71,485280.54,0.0,0.0,0,0,0,0,1,0,20,3
73305.37,65309.0,0.0,11155.97,84461.34,0,0,1,0,0,0,12,2
29573.21,13698.0,0.0,4870.89,34444.09,0,0,1,0,0,0,16,0
14157.1,0.0,0.0,0.0,0.0,0,0,0,0,1,0,9,5
11087.83,25838.25,14750.43,0.0,0.0,0,0,0,0,1,0,23,0
93713.82,42759.0,136472.82,2069949.22,1976235.4,0,1,0,0,0,0,21,1
175157.36,29804.0,204961.36,145994.78,0.0,0,1,0,0,0,0,21,0
32176.96,0.0,0.0,637218.48,669395.44,0,0,1,0,0,0,11,1
31777.79,13168.0,0.0,0.0,31777.79,0,0,1,0,0,0,18,0
69015.53,2257717.95,2326733.48,7084830.55,7015815.02,0,1,0,0,0,0,19,3
12050.26,0.0,0.0,0.0,0.0,0,0,0,0,1,0,20,0
2580055.17,2580055.17,0.0,1052911.87,3632967.05,1,0,1,0,0,0,15,1
236566.55,0.0,0.0,262796.9,499363.44,0,0,1,0,0,0,19,1
239526.28,0.0,0.0,989759.18,1229285.46,0,0,1,0,0,0,22,3
972142.03,972142.03,0.0,0.0,0.0,1,0,0,0,0,1,22,6
148309.91,117729.0,0.0,81366.29,229676.2,0,0,1,0,0,0,19,0
211336.99,132857.0,0.0,0.0,211336.99,0,0,1,0,0,0,19,3
10781.56,7487610.92,7498392.48,207028.71,196247.15,0,1,0,0,0,0,15,1
350800.27,350800.27,0.0,3904036.08,4254836.35,1,0,1,0,0,0,21,5
183658.61,0.0,0.0,3327450.93,3511109.55,0,0,0,0,0,1,19,0
594473.0,86249.0,0.0,0.0,1088107.27,0,0,1,0,0,0,14,0
32950.62,0.0,0.0,162321.37,195271.99,0,0,1,0,0,0,13,2
120491.56,120491.56,0.0,0.0,0.0,1,0,0,0,0,1,12,2
356585.11,11326430.77,11683015.88,4355132.02,3998546.91,0,1,0,0,0,0,9,6
669831.28,1380489.4,2050320.69,3565713.51,2895882.23,0,1,0,0,0,0,17,6
212965.68,8636629.93,8849595.61,2116168.41,1903202.73,0,1,0,0,0,0,17,0
67466.41,1775.0,0.0,0.0,67466.41,0,0,1,0,0,0,19,5
12715.97,515661.0,502945.03,0.0,0.0,0,0,0,0,1,0,19,1
366372.91,80047.0,446419.91,2067705.4,1701332.49,0,1,0,0,0,0,11,6
281849.75,10613.0,0.0,1085679.51,1367529.26,0,0,1,0,0,0,18,2
15512.61,0.0,0.0,0.0,0.0,0,0,0,0,1,0,20,1
57434.99,2968388.65,3025823.65,362218.55,304783.56,0,1,0,0,0,0,13,1
63511.79,0.0,0.0,151568.39,215080.18,0,0,1,0,0,0,20,0
